51005170467	0.000
50004890468	0.025
48404390549	0.050
48504730503	0.075
46304710514	0.100
45004680535	0.125
40404930483	0.150
50505140513	0.175
51605450498	0.200
54405400464	0.225
49004980459	0.250
52705480452	0.275
49704570512	0.300
51405150525	0.325
55005370509	0.350
55004490516	0.375
51704750527	0.400
47505350493	0.425
53604760542	0.450
54805250483	0.475
13201330132	0.500
12800440044	0.525
4400740108	0.550
17800730103	0.575
17800290232	0.600
4402320095	0.625
4402320102	0.650
4400440102	0.675
7300440044	0.700
4301460170	0.725
4301310042	0.750
5800440073	0.775
4400730133	0.800
4402320073	0.825
23200720044	0.850
4402320025	0.875
13300890029	0.900
4401330029	0.925
4400270094	0.950
4300560230	0.975
2900440059	1.000
10300440133	1.025
4401330045	1.050
2900430073	1.075
4300590132	1.100
4400440088	1.125
4401030102	1.150
13101030133	1.175
10200330043	1.200
4401310074	1.225
4000740105	1.250
3901310092	1.275
2900440066	1.300
3900260066	1.325
2600650117	1.350
6500260039	1.375
6600650117	1.400
6500390117	1.425
3900430065	1.450
2901080145	1.475
3900260108	1.500
2900650117	1.525
3900260118	1.550
9100370046	1.575
6501430041	1.600
6500920028	1.625
4401170092	1.650
3900250117	1.675
2900650108	1.700
3901080059	1.725
2900700052	1.750
3900520026	1.775
6500260065	1.800
4600290026	1.825
3400390066	1.850
6500350117	1.875
3900350026	1.900
3500430034	1.925
3900350066	1.950
11800910052	1.975
3900910029	2.000
2900350143	2.025
3901430030	2.050
4600260143	2.075
3901430104	2.100
6500350104	2.125
3500910092	2.150
2600390171	2.175
10500520171	2.200
2900390035	2.225
3900350029	2.250
3900390029	2.275
2900470026	2.300
4600260044	2.325
3500290026	2.350
3500260065	2.375
3500390026	2.400
2600350034	2.425
2600330035	2.450
3300260032	2.475
3300390026	2.500
3300260077	2.525
3300350052	2.550
3500540033	2.575
3500520065	2.600
3300980055	2.625
3300770144	2.650
3300260044	2.675
3200390066	2.700
6600440065	2.725
3900440052	2.750
3300650043	2.775
3300550098	2.800
6500300054	2.825
5200260043	2.850
2600270032	2.875
3300350055	2.900
2600330034	2.925
2600660034	2.950
2600390032	2.975
2600320109	3.000
3300260025	3.025
3300330076	3.050
5500330034	3.075
7700980032	3.100
3200260110	3.125
2900490026	3.150
3300260030	3.175
2901560033	3.200
5200550032	3.225
2900490026	3.250
2901080039	3.275
3300290048	3.300
2900330128	3.325
4900290027	3.350
2900260039	3.375
2600320048	3.400
2600290025	3.425
3300490055	3.450
3300520026	3.475
3900320030	3.500
2900390043	3.525
2600250039	3.550
2600520025	3.575
2600250121	3.600
2900390026	3.625
2600290048	3.650
2600880027	3.675
4900680059	3.700
2600290039	3.725
2600480108	3.750
2900490026	3.775
3900300049	3.800
2900270026	3.825
2900260028	3.850
2900520059	3.875
2600300025	3.900
2600290048	3.925
5200390128	3.950
2600490029	3.975
3301280068	4.000
2600290048	4.025
2600250066	4.050
2600490025	4.075
2600250049	4.100
2900780039	4.125
2601070027	4.150
2900490028	4.175
4900260059	4.200
2900260033	4.225
2600390052	4.250
2900490028	4.275
4901070039	4.300
3001050060	4.325
4400300034	4.350
4400380052	4.375
3900260038	4.400
4400260029	4.425
13100350073	4.450
4400290102	4.475
7401330103	4.500
4301020074	4.525
10300290029	4.550
4401310066	4.575
2900660026	4.600
4401310102	4.625
10300290052	4.650
13100430029	4.675
4400370026	4.700
4400290133	4.725
4400880035	4.750
4401070128	4.775
4301310044	4.800
4400730059	4.825
4401030073	4.850
7300290132	4.875
10200730043	4.900
4300730131	4.925
4400730029	4.950
4401310117	4.975
4401020087	5.000
4300440040	5.025
4000440070	5.050
3901180044	5.075
6501310117	5.100
3900650029	5.125
11801310044	5.150
2601580047	5.175
3901310143	5.200
3901180092	5.225
3900390092	5.250
3900920035	5.275
2600290092	5.300
3901310092	5.325
6500520092	5.350
3900440029	5.375
6600460044	5.400
3900910118	5.425
3900910026	5.450
3900440091	5.475
3901080044	5.500
3901050029	5.525
3900290039	5.550
4400460047	5.575
3900470029	5.600
4600260034	5.625
3900260052	5.650
5200260047	5.675
2900520065	5.700
12801080040	5.725
3901080066	5.750
6500260091	5.775
6500390026	5.800
6500520026	5.825
3900650143	5.850
3900460052	5.875
3900350065	5.900
3900390035	5.925
3900660035	5.950
3900390065	5.975
3900350065	6.000
3900350026	6.025
3500290039	6.050
2600460034	6.075
6500390026	6.100
4600260143	6.125
3900350143	6.150
2600350027	6.175
2600390027	6.200
2600250033	6.225
2600330133	6.250
3300390034	6.275
3300980043	6.300
3900260088	6.325
3200650054	6.350
3300440052	6.375
3300550026	6.400
3300330034	6.425
2600440107	6.450
2600390032	6.475
3500330133	6.500
3300980039	6.525
3400330044	6.550
4400390052	6.575
4400350026	6.600
3500260032	6.625
2700260027	6.650
2600330035	6.675
2600440133	6.700
2600320055	6.725
3200260055	6.750
4300260133	6.775
3301200121	6.800
9800330175	6.825
4400990026	6.850
2600320054	6.875
3300250032	6.900
3300260033	6.925
2600330052	6.950
5801750049	6.975
2900490026	7.000
2600290118	7.025
2900390048	7.050
3001750108	7.075
2900490052	7.100
4900260027	7.125
2900260049	7.150
2600250078	7.175
2600290049	7.200
2600330039	7.225
2600290052	7.250
2600390029	7.275
2600490029	7.300
2600290065	7.325
2601210052	7.350
2600500025	7.375
2900260088	7.400
4800260029	7.425
2600290069	7.450
6900490030	7.475
2900680048	7.500
2900490088	7.525
2900260049	7.550
2900490118	7.575
4800680088	7.600
2600290029	7.625
3900490049	7.650
2600290025	7.675
2600250048	7.700
2900390032	7.725
2600290033	7.750
2600290033	7.775
3900330058	7.800
2600330049	7.825
2600390029	7.850
2601210025	7.875
2900390049	7.900
2600290049	7.925
2900490033	7.950
3900260029	7.975
2600300069	8.000
2900490069	8.025
4900290136	8.050
2900290066	8.075
4900300058	8.100
3000290026	8.125
3700380030	8.150
4300430026	8.175
4400260074	8.200
13101030162	8.225
2900430073	8.250
7300590131	8.275
4400580073	8.300
4400350125	8.325
4401330035	8.350
8800260133	8.375
4400430088	8.400
2900440059	8.425
4400350073	8.450
4400350044	8.475
4400350037	8.500
2900370088	8.525
2901070105	8.550
4400580103	8.575
2900880088	8.600
4400870133	8.625
7400290052	8.650
4400450074	8.675
10200330132	8.700
10200430088	8.725
10201310043	8.750
4400740045	8.775
4401070131	8.800
4400400105	8.825
3900390065	8.850
3900910065	8.875
3900390029	8.900
3900650044	8.925
3900390065	8.950
3901430091	8.975
3900260039	9.000
11800390052	9.025
10501080038	9.050
5200920066	9.075
5201580156	9.100
3900290046	9.125
3900390026	9.150
3901430066	9.175
3900260035	9.200
3900520026	9.225
10500910130	9.250
3900660044	9.275
6600440108	9.300
3900260065	9.325
2900260044	9.350
6600440026	9.375
2600440080	9.400
4600440026	9.425
2600440029	9.450
14300430026	9.475
10501080035	9.500
10800290091	9.525
11700910065	9.550
2900650117	9.575
6501180117	9.600
4600650091	9.625
9200660144	9.650
9201180065	9.675
3900920143	9.700
14400920117	9.725
3900910029	9.750
6500940108	9.775
2900350039	9.800
3500260117	9.825
2900460026	9.850
3900260029	9.875
4700260066	9.900
3500290039	9.925
3500290059	9.950
2600370131	9.975
2600250033	10.000
2600650070	10.025
