55105400513	0.000
51105330542	0.025
50304890487	0.050
49704440480	0.075
52105300457	0.100
48205200506	0.125
48105200450	0.150
53404960516	0.175
54004480480	0.200
50204910546	0.225
52405310529	0.250
53004990550	0.275
47804850468	0.300
50204860494	0.325
48805250493	0.350
54705310533	0.375
50305300469	0.400
53105360550	0.425
49905300497	0.450
50505430424	0.475
53800430510	0.500
7300450545	0.525
49804950036	0.550
4300360036	0.575
7305080507	0.600
4400350536	0.625
4405500036	0.650
4300290043	0.675
2905460044	0.700
4400380041	0.725
4300730038	0.750
7301010160	0.775
7200450047	0.800
7300430073	0.825
7300400038	0.850
7300440072	0.875
7300440038	0.900
7300730046	0.925
2900380036	0.950
4400580041	0.975
7300440049	1.000
4300730102	1.025
2900720073	1.050
7300440034	1.075
7300400033	1.100
7300740037	1.125
7200430102	1.150
3900420037	1.175
4401300073	1.200
4400440073	1.225
10200730037	1.250
3700430029	1.275
4300380058	1.300
4301030108	1.325
3601030047	1.350
4500350047	1.375
4500440096	1.400
4500710047	1.425
4500440045	1.450
4300490046	1.475
10200450047	1.500
7300470070	1.525
4301040043	1.550
7301020041	1.575
3700760044	1.600
4000720072	1.625
4201310074	1.650
7301020074	1.675
7200390075	1.700
3601320036	1.725
7300430038	1.750
4300400039	1.775
3800520035	1.800
3500880035	1.825
7300720088	1.850
3700730047	1.875
7300420082	1.900
7300480102	1.925
4400730035	1.950
4400350036	1.975
3600440044	2.000
7300420074	2.025
7300430037	2.050
7300420027	2.075
4300400073	2.100
10200730036	2.125
7300440044	2.150
4500430073	2.175
4500430039	2.200
4400730046	2.225
4400440102	2.250
4800430040	2.275
4300430073	2.300
4400450073	2.325
4400360052	2.350
7300350072	2.375
7301020050	2.400
7300730072	2.425
4300410072	2.450
7300580102	2.475
7300440044	2.500
7300440038	2.525
4300410073	2.550
7300290045	2.575
4500700029	2.600
4300470029	2.625
4200370044	2.650
4400470048	2.675
3600730044	2.700
4300350073	2.725
7300740073	2.750
7200710073	2.775
7200430040	2.800
4400360073	2.825
4401310074	2.850
7300370102	2.875
3700420042	2.900
3600400029	2.925
4400450046	2.950
4001030044	2.975
4301020073	3.000
10200670049	3.025
4400390037	3.050
4200390071	3.075
4300410038	3.100
4600440048	3.125
7300380045	3.150
4000380104	3.175
7400760044	3.200
4300440035	3.225
3600720040	3.250
3900360037	3.275
7300440131	3.300
7300720047	3.325
5400370042	3.350
4300440073	3.375
3900430039	3.400
3600350040	3.425
3600380072	3.450
7300430040	3.475
7201130040	3.500
3500290044	3.525
